temperature,humidity,weather
22.17777777777778,0.68,Sunny
22.68888888888889,0.67,Sunny
22.63888888888889,0.66,Sunny
26.15555555555555,0.69,Sunny
27.266666666666666,0.65,Sunny
27.89444444444444,0.62,Sunny
28.81111111111112,0.51,Sunny
27.82222222222222,0.59,Sunny
28.744444444444444,0.52,Sunny
26.266666666666666,0.68,Sunny
26.149999999999995,0.65,Sunny
26.16111111111111,0.68,Sunny
27.85,0.62,Sunny
28.86666666666666,0.51,Sunny
31.03888888888889,0.39,Sunny
31.08333333333333,0.38,Sunny
31.077777777777776,0.38,Sunny
31.061111111111103,0.38,Sunny
31.15555555555555,0.38,Sunny
31.794444444444448,0.35,Sunny
31.03888888888889,0.36,Sunny
28.883333333333333,0.49,Sunny
26.383333333333333,0.62,Sunny
20.705555555555552,0.58,Sunny
21.116666666666667,0.54,Sunny
22.2,0.49,Sunny
22.76111111111111,0.47,Sunny
23.35555555555556,0.47,Sunny
24.97777777777777,0.4,Sunny
25.00555555555556,0.42,Sunny
26.088888888888885,0.37,Sunny
26.088888888888885,0.37,Sunny
26.0,0.4,Sunny
26.03888888888889,0.42,Sunny
24.80555555555556,0.48,Sunny
21.51666666666667,0.65,Sunny
21.822222222222223,0.66,Sunny
23.86666666666666,0.54,Sunny
26.016666666666666,0.47,Sunny
26.06111111111111,0.36,Sunny
27.15,0.37,Sunny
27.68888888888889,0.35,Sunny
27.71111111111111,0.33,Sunny
27.77777777777778,0.31,Sunny
27.73333333333333,0.32,Sunny
27.40555555555555,0.34,Sunny
27.24444444444445,0.32,Sunny
27.24444444444445,0.37,Sunny
23.42777777777778,0.51,Sunny
20.09444444444445,0.68,Sunny
25.02777777777778,0.58,Sunny
27.22222222222222,0.47,Sunny
27.31666666666667,0.41,Sunny
27.82777777777778,0.43,Sunny
28.86666666666666,0.37,Sunny
29.866666666666667,0.34,Sunny
28.96111111111111,0.36,Sunny
28.911111111111115,0.33,Sunny
29.8,0.34,Sunny
28.911111111111115,0.36,Sunny
27.800000000000004,0.43,Sunny
25.38888888888889,0.48,Sunny
22.24444444444445,0.64,Sunny
23.50555555555556,0.64,Sunny
26.022222222222226,0.54,Sunny
26.20555555555556,0.52,Sunny
28.772222222222226,0.41,Sunny
29.97777777777777,0.34,Sunny
30.050000000000004,0.32,Sunny
30.95,0.33,Sunny
31.11111111111111,0.33,Sunny
31.11111111111111,0.29,Sunny
31.022222222222226,0.28,Sunny
31.11111111111111,0.33,Sunny
27.916666666666668,0.4,Sunny
25.288888888888884,0.5,Sunny
22.800000000000004,0.58,Sunny
22.68888888888889,0.57,Sunny
22.43333333333333,0.6,Sunny
21.46111111111111,0.66,Sunny
22.022222222222226,0.69,Sunny
23.62777777777778,0.63,Sunny
24.98333333333333,0.55,Sunny
27.15555555555555,0.48,Sunny
27.677777777777774,0.47,Sunny
28.88888888888889,0.41,Sunny
29.95,0.4,Sunny
29.93333333333333,0.4,Sunny
31.016666666666666,0.36,Sunny
31.11111111111111,0.35,Sunny
31.016666666666666,0.35,Sunny
26.06666666666667,0.6,Sunny
27.84444444444445,0.54,Sunny
28.88888888888889,0.46,Sunny
30.0,0.4,Sunny
30.07222222222222,0.37,Sunny
29.694444444444443,0.38,Sunny
29.850000000000005,0.36,Sunny
27.38333333333334,0.51,Sunny
22.772222222222226,0.66,Sunny
18.89444444444445,0.67,Sunny
19.80555555555556,0.63,Sunny
20.02777777777778,0.63,Sunny
21.094444444444445,0.63,Sunny
21.05555555555556,0.62,Sunny
22.17777777777778,0.5,Sunny
20.07222222222222,0.67,Sunny
21.02777777777777,0.64,Sunny
22.2,0.59,Sunny
22.788888888888884,0.55,Sunny
23.81666666666667,0.53,Sunny
23.79444444444444,0.5,Sunny
23.905555555555555,0.47,Sunny
25.0,0.49,Sunny
24.00555555555555,0.53,Sunny
23.98888888888889,0.44,Sunny
22.89444444444444,0.48,Sunny
21.29444444444444,0.62,Sunny
20.38888888888889,0.61,Sunny
18.649999999999995,0.66,Sunny
19.93333333333333,0.61,Sunny
21.04444444444444,0.47,Sunny
21.22222222222222,0.49,Sunny
22.24444444444445,0.49,Sunny
22.77777777777778,0.44,Sunny
22.794444444444444,0.47,Sunny
22.800000000000004,0.5,Sunny
23.83888888888889,0.5,Sunny
22.938888888888894,0.41,Sunny
22.22222222222222,0.46,Sunny
21.2,0.52,Sunny
18.311111111111103,0.66,Sunny
19.97222222222222,0.61,Sunny
20.08888888888889,0.61,Sunny
20.32777777777778,0.6,Sunny
21.25,0.56,Sunny
19.21111111111111,0.66,Sunny
20.55555555555556,0.6,Sunny
22.68888888888889,0.48,Sunny
22.84444444444445,0.48,Sunny
22.37777777777778,0.45,Sunny
22.33333333333333,0.39,Sunny
21.25,0.52,Sunny
20.07222222222222,0.67,Sunny
22.2,0.55,Sunny
22.64444444444445,0.53,Sunny
22.872222222222224,0.5,Sunny
23.98333333333333,0.45,Sunny
24.038888888888884,0.44,Sunny
25.07222222222222,0.42,Sunny
25.09444444444445,0.45,Sunny
25.161111111111115,0.45,Sunny
24.14444444444444,0.47,Sunny
23.00555555555556,0.56,Sunny
22.68333333333333,0.63,Sunny
20.11666666666666,0.63,Sunny
23.93888888888889,0.58,Sunny
26.088888888888885,0.42,Sunny
27.027777777777786,0.38,Sunny
27.266666666666666,0.39,Sunny
27.800000000000004,0.32,Sunny
27.78333333333333,0.37,Sunny
28.88888888888889,0.33,Sunny
28.911111111111115,0.37,Sunny
28.827777777777776,0.37,Sunny
27.872222222222224,0.38,Sunny
27.28888888888889,0.47,Sunny
23.111111111111107,0.62,Sunny
22.700000000000003,0.66,Sunny
25.02777777777778,0.58,Sunny
27.2,0.56,Sunny
27.72777777777777,0.48,Sunny
28.88888888888889,0.48,Sunny
29.00555555555555,0.43,Sunny
29.994444444444444,0.4,Sunny
30.07222222222222,0.35,Sunny
30.07222222222222,0.4,Sunny
30.050000000000004,0.36,Sunny
28.95555555555556,0.46,Sunny
27.28888888888889,0.64,Sunny
25.46111111111111,0.65,Sunny
25.427777777777774,0.69,Sunny
25.827777777777776,0.61,Sunny
27.027777777777786,0.65,Sunny
27.77777777777778,0.55,Sunny
28.86666666666666,0.55,Sunny
28.97222222222222,0.49,Sunny
29.90555555555555,0.49,Sunny
29.95,0.49,Sunny
28.200000000000003,0.6,Sunny
27.89444444444444,0.58,Sunny
27.82222222222222,0.66,Sunny
25.777777777777786,0.65,Sunny
27.15555555555555,0.48,Sunny
27.2,0.48,Sunny
28.72222222222222,0.47,Sunny
28.86666666666666,0.49,Sunny
30.00555555555556,0.48,Sunny
30.05555555555556,0.5,Sunny
31.06666666666667,0.46,Sunny
31.161111111111115,0.48,Sunny
31.08333333333333,0.48,Sunny
30.09444444444445,0.58,Sunny
27.98333333333333,0.66,Sunny
26.71666666666667,0.66,Sunny
24.75555555555556,0.69,Sunny
27.666666666666668,0.64,Sunny
29.77777777777778,0.63,Sunny
29.811111111111103,0.55,Sunny
28.98333333333333,0.62,Sunny
28.033333333333328,0.62,Sunny
31.172222222222224,0.48,Sunny
30.13888888888889,0.5,Sunny
31.11111111111111,0.45,Sunny
29.761111111111106,0.47,Sunny
30.022222222222226,0.51,Sunny
27.794444444444444,0.59,Sunny
24.48333333333333,0.67,Sunny
26.22777777777777,0.65,Sunny
27.28333333333333,0.57,Sunny
27.916666666666668,0.55,Sunny
29.02777777777778,0.51,Sunny
30.00555555555556,0.5,Sunny
30.13888888888889,0.51,Sunny
31.105555555555554,0.45,Sunny
30.194444444444443,0.47,Sunny
29.00555555555555,0.55,Sunny
27.40555555555555,0.6,Sunny
26.48333333333333,0.64,Sunny
25.022222222222226,0.69,Sunny
24.938888888888886,0.69,Sunny
27.2,0.61,Sunny
27.85,0.55,Sunny
28.95555555555556,0.54,Sunny
29.02777777777778,0.55,Sunny
30.09444444444445,0.48,Sunny
31.061111111111103,0.51,Sunny
31.18333333333333,0.44,Sunny
31.20555555555556,0.41,Sunny
31.244444444444444,0.46,Sunny
30.04444444444444,0.48,Sunny
27.866666666666664,0.55,Sunny
26.34444444444445,0.63,Sunny
26.20555555555556,0.68,Sunny
26.32222222222222,0.64,Sunny
